year,state,n_cause_name,deaths,age_adjusted_death_rate
2003,Oregon,Diabetes mellitus (E10-E14),1032,27.3
2003,Oregon,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7049,184.4
2003,Oregon,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",351,9.1
2003,Oregon,Influenza and pneumonia (J09-J18),632,16.4
2003,Oregon,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",592,16.2
2003,Oregon,Malignant neoplasms (C00-C97),7232,192.5
2003,Oregon,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",306,8.1
2003,Oregon,Parkinson's disease (G20-G21),310,8.2
2003,Oregon,Pneumonitis due to solids and liquids (J69),163,4.3
2003,Oregon,Septicemia (A40-A41),176,4.7
2003,Pennsylvania,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",5014,37.9
2003,Pennsylvania,All Causes,129769,860.8
2003,Pennsylvania,Alzheimer's disease (G30),2952,18.3
2003,Pennsylvania,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",676,5.7
2003,Pennsylvania,Cerebrovascular diseases (I60-I69),8261,52.8
2003,Pennsylvania,"Chronic liver disease and cirrhosis (K70,K73-K74)",1169,8.2
2003,Pennsylvania,Chronic lower respiratory diseases (J40-J47),6046,39.2
2003,Pennsylvania,Diabetes mellitus (E10-E14),3732,24.8
2003,Pennsylvania,"Diseases of heart (I00-I09,I11,I13,I20-I51)",38075,246.2
2003,Pennsylvania,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",953,6.1
2003,Pennsylvania,Influenza and pneumonia (J09-J18),3010,19.2
2003,Pennsylvania,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1340,10.6
2003,Pennsylvania,Malignant neoplasms (C00-C97),29841,200
2003,Pennsylvania,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",3013,19.5
2003,Pennsylvania,Parkinson's disease (G20-G21),1005,6.3
2003,Pennsylvania,Pneumonitis due to solids and liquids (J69),1272,8.1
2003,Pennsylvania,Septicemia (A40-A41),2471,16.2
2003,Rhode Island,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",393,33.9
2003,Rhode Island,All Causes,10039,798.7
2003,Rhode Island,Alzheimer's disease (G30),303,22
2003,Rhode Island,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",29,2.7
2003,Rhode Island,Cerebrovascular diseases (I60-I69),565,42.9
2003,Rhode Island,"Chronic liver disease and cirrhosis (K70,K73-K74)",94,8.1
2003,Rhode Island,Chronic lower respiratory diseases (J40-J47),495,39
2003,Rhode Island,Diabetes mellitus (E10-E14),252,20.4
2003,Rhode Island,"Diseases of heart (I00-I09,I11,I13,I20-I51)",3011,231.9
2003,Rhode Island,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",51,3.9
2003,Rhode Island,Influenza and pneumonia (J09-J18),267,20
2003,Rhode Island,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",84,7.7
2003,Rhode Island,Malignant neoplasms (C00-C97),2328,192.1
2003,Rhode Island,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",149,11.5
2003,Rhode Island,Parkinson's disease (G20-G21),69,5.2
2003,Rhode Island,Pneumonitis due to solids and liquids (J69),76,5.7
2003,Rhode Island,Septicemia (A40-A41),126,9.8
2003,South Carolina,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1941,47.5
2003,South Carolina,All Causes,38112,952.7
2003,South Carolina,Alzheimer's disease (G30),1051,28.8
2003,South Carolina,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",325,7.8
2003,South Carolina,Cerebrovascular diseases (I60-I69),2748,71.2
2003,South Carolina,"Chronic liver disease and cirrhosis (K70,K73-K74)",463,10.7
2003,South Carolina,Chronic lower respiratory diseases (J40-J47),1913,47.4
2003,South Carolina,Diabetes mellitus (E10-E14),1161,28.3
2003,South Carolina,"Diseases of heart (I00-I09,I11,I13,I20-I51)",9510,240.1
2003,South Carolina,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",400,10.2
2003,South Carolina,Influenza and pneumonia (J09-J18),907,23.8
2003,South Carolina,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",476,11.5
2003,South Carolina,Malignant neoplasms (C00-C97),8512,204.4
2003,South Carolina,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",797,20.1
2003,South Carolina,Parkinson's disease (G20-G21),232,6.2
2003,South Carolina,Pneumonitis due to solids and liquids (J69),326,8.6
2003,South Carolina,Septicemia (A40-A41),652,16.3
2003,South Dakota,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",406,50.5
2003,South Dakota,All Causes,7132,796.6
2003,South Dakota,Alzheimer's disease (G30),174,17.5
2003,South Dakota,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",16,NA
2003,South Dakota,Cerebrovascular diseases (I60-I69),476,50.4
2003,South Dakota,"Chronic liver disease and cirrhosis (K70,K73-K74)",80,10.1
2003,South Dakota,Chronic lower respiratory diseases (J40-J47),379,42.9
2003,South Dakota,Diabetes mellitus (E10-E14),203,23
2003,South Dakota,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1943,210.2
2003,South Dakota,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",41,4.1
2003,South Dakota,Influenza and pneumonia (J09-J18),227,23.2
2003,South Dakota,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",102,13.5
2003,South Dakota,Malignant neoplasms (C00-C97),1636,190.3
2003,South Dakota,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",124,13.1
2003,South Dakota,Parkinson's disease (G20-G21),56,6.1
2003,South Dakota,Pneumonitis due to solids and liquids (J69),44,4.5
2003,South Dakota,Septicemia (A40-A41),71,7.9
2003,Tennessee,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",3004,51.8
2003,Tennessee,All Causes,57313,994
2003,Tennessee,Alzheimer's disease (G30),1466,26.9
2003,Tennessee,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",438,7.5
2003,Tennessee,Cerebrovascular diseases (I60-I69),3883,69.2
2003,Tennessee,"Chronic liver disease and cirrhosis (K70,K73-K74)",703,11.5
2003,Tennessee,Chronic lower respiratory diseases (J40-J47),3067,52.8
2003,Tennessee,Diabetes mellitus (E10-E14),1855,31.7
2003,Tennessee,"Diseases of heart (I00-I09,I11,I13,I20-I51)",15919,277.6
2003,Tennessee,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",573,10.1
2003,Tennessee,Influenza and pneumonia (J09-J18),1814,32.5
2003,Tennessee,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",762,12.9
2003,Tennessee,Malignant neoplasms (C00-C97),12613,212.7
2003,Tennessee,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",677,11.8
2003,Tennessee,Parkinson's disease (G20-G21),321,5.8
2003,Tennessee,Pneumonitis due to solids and liquids (J69),474,8.6
2003,Tennessee,Septicemia (A40-A41),625,10.8
2003,Texas,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",8425,40.8
2003,Texas,All Causes,154870,865.1
2003,Texas,Alzheimer's disease (G30),4015,24.9
2003,Texas,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",1525,6.8
2003,Texas,Cerebrovascular diseases (I60-I69),10303,60.8
2003,Texas,"Chronic liver disease and cirrhosis (K70,K73-K74)",2309,11.8
2003,Texas,Chronic lower respiratory diseases (J40-J47),7567,43.8
2003,Texas,Diabetes mellitus (E10-E14),5668,31.6
2003,Texas,"Diseases of heart (I00-I09,I11,I13,I20-I51)",41779,241.2
2003,Texas,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",1324,7.8
2003,Texas,Influenza and pneumonia (J09-J18),3613,21.4
2003,Texas,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",2363,11.1
2003,Texas,Malignant neoplasms (C00-C97),33867,186.1
2003,Texas,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2678,15.4
2003,Texas,Parkinson's disease (G20-G21),1111,6.7
2003,Texas,Pneumonitis due to solids and liquids (J69),997,6
2003,Texas,Septicemia (A40-A41),2259,12.8
2003,Utah,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",702,34.7
2003,Utah,All Causes,13412,793.6
2003,Utah,Alzheimer's disease (G30),332,21.4
2003,Utah,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",58,2.5
2003,Utah,Cerebrovascular diseases (I60-I69),876,55.2
2003,Utah,"Chronic liver disease and cirrhosis (K70,K73-K74)",121,6.8
2003,Utah,Chronic lower respiratory diseases (J40-J47),569,35
2003,Utah,Diabetes mellitus (E10-E14),520,31.5
2003,Utah,"Diseases of heart (I00-I09,I11,I13,I20-I51)",3018,187.4
2003,Utah,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",93,5.9
2003,Utah,Influenza and pneumonia (J09-J18),453,28.2
2003,Utah,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",336,15.4
2003,Utah,Malignant neoplasms (C00-C97),2444,144.6
2003,Utah,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",207,12.7
2003,Utah,Parkinson's disease (G20-G21),186,11.8
2003,Utah,Pneumonitis due to solids and liquids (J69),89,5.6
2003,Utah,Septicemia (A40-A41),120,7.2
2003,Vermont,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",235,36.3
2003,Vermont,All Causes,5120,779.7
2003,Vermont,Alzheimer's disease (G30),171,25.9
2003,Vermont,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",12,NA
2003,Vermont,Cerebrovascular diseases (I60-I69),306,46.2
2003,Vermont,"Chronic liver disease and cirrhosis (K70,K73-K74)",58,8.7
2003,Vermont,Chronic lower respiratory diseases (J40-J47),301,46.2
2003,Vermont,Diabetes mellitus (E10-E14),183,27.7
2003,Vermont,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1349,204.1
2003,Vermont,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",28,4.2
2003,Vermont,Influenza and pneumonia (J09-J18),116,17.7
2003,Vermont,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",83,13
2003,Vermont,Malignant neoplasms (C00-C97),1210,183.6
2003,Vermont,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",53,8.1
2003,Vermont,Parkinson's disease (G20-G21),51,7.8
2003,Vermont,Pneumonitis due to solids and liquids (J69),23,3.5
2003,Vermont,Septicemia (A40-A41),36,5.5
2003,Virginia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2644,37
2003,Virginia,All Causes,58282,863.3
2003,Virginia,Alzheimer's disease (G30),1466,23.4
2003,Virginia,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",462,6.2
2003,Virginia,Cerebrovascular diseases (I60-I69),3938,60.6
2003,Virginia,"Chronic liver disease and cirrhosis (K70,K73-K74)",606,8.1
2003,Virginia,Chronic lower respiratory diseases (J40-J47),2983,45
2003,Virginia,Diabetes mellitus (E10-E14),1587,23
2003,Virginia,"Diseases of heart (I00-I09,I11,I13,I20-I51)",14756,222.1
2003,Virginia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",488,7.3
2003,Virginia,Influenza and pneumonia (J09-J18),1559,24.2
2003,Virginia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",808,10.9
2003,Virginia,Malignant neoplasms (C00-C97),13781,198.1
2003,Virginia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1244,18.7
2003,Virginia,Parkinson's disease (G20-G21),408,6.4
2003,Virginia,Pneumonitis due to solids and liquids (J69),547,8.6
2003,Virginia,Septicemia (A40-A41),1273,19.1
2003,Washington,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2239,36.9
2003,Washington,All Causes,45920,789.2
2003,Washington,Alzheimer's disease (G30),2380,41.4
2003,Washington,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",219,3.5
2003,Washington,Cerebrovascular diseases (I60-I69),3595,62.4
2003,Washington,"Chronic liver disease and cirrhosis (K70,K73-K74)",568,9.2
2003,Washington,Chronic lower respiratory diseases (J40-J47),2652,46.6
2003,Washington,Diabetes mellitus (E10-E14),1509,26.1
2003,Washington,"Diseases of heart (I00-I09,I11,I13,I20-I51)",11185,192.8
2003,Washington,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",356,6.2
2003,Washington,Influenza and pneumonia (J09-J18),1086,18.8
2003,Washington,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",803,13.1
2003,Washington,Malignant neoplasms (C00-C97),11064,190.4
2003,Washington,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",304,5.3
2003,Washington,Parkinson's disease (G20-G21),482,8.6
2003,Washington,Pneumonitis due to solids and liquids (J69),414,7.2
2003,Washington,Septicemia (A40-A41),339,5.8
2003,West Virginia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1004,53.7
2003,West Virginia,All Causes,21306,1003.1
2003,West Virginia,Alzheimer's disease (G30),470,22.2
2003,West Virginia,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",89,5
2003,West Virginia,Cerebrovascular diseases (I60-I69),1309,61.2
2003,West Virginia,"Chronic liver disease and cirrhosis (K70,K73-K74)",236,11.1
2003,West Virginia,Chronic lower respiratory diseases (J40-J47),1296,59.2
2003,West Virginia,Diabetes mellitus (E10-E14),807,37.1
2003,West Virginia,"Diseases of heart (I00-I09,I11,I13,I20-I51)",6186,288.1
2003,West Virginia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",192,9
2003,West Virginia,Influenza and pneumonia (J09-J18),536,25.3
2003,West Virginia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",266,14
2003,West Virginia,Malignant neoplasms (C00-C97),4610,211.6
2003,West Virginia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",458,21.2
2003,West Virginia,Parkinson's disease (G20-G21),110,5.1
2003,West Virginia,Pneumonitis due to solids and liquids (J69),122,5.7
2003,West Virginia,Septicemia (A40-A41),292,13.6
2003,Wisconsin,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2345,41
2003,Wisconsin,All Causes,46177,780.1
2003,Wisconsin,Alzheimer's disease (G30),1411,22.6
2003,Wisconsin,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",195,3.6
2003,Wisconsin,Cerebrovascular diseases (I60-I69),3216,53.1
2003,Wisconsin,"Chronic liver disease and cirrhosis (K70,K73-K74)",435,7.6
2003,Wisconsin,Chronic lower respiratory diseases (J40-J47),2299,39.1
2003,Wisconsin,Diabetes mellitus (E10-E14),1331,22.7
2003,Wisconsin,"Diseases of heart (I00-I09,I11,I13,I20-I51)",12479,207.9
2003,Wisconsin,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",380,6.3
2003,Wisconsin,Influenza and pneumonia (J09-J18),1165,19
2003,Wisconsin,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",647,11.6
2003,Wisconsin,Malignant neoplasms (C00-C97),10648,183.4
2003,Wisconsin,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",873,14.5
2003,Wisconsin,Parkinson's disease (G20-G21),435,7.2
2003,Wisconsin,Pneumonitis due to solids and liquids (J69),318,5.2
2003,Wisconsin,Septicemia (A40-A41),405,6.8
2003,Wyoming,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",273,55.1
2003,Wyoming,All Causes,4172,857.7
2003,Wyoming,Alzheimer's disease (G30),142,30.9
2003,Wyoming,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",16,NA
2003,Wyoming,Cerebrovascular diseases (I60-I69),253,53.9
2003,Wyoming,"Chronic liver disease and cirrhosis (K70,K73-K74)",55,10.6
2003,Wyoming,Chronic lower respiratory diseases (J40-J47),278,57.6
2003,Wyoming,Diabetes mellitus (E10-E14),138,27.8
2003,Wyoming,"Diseases of heart (I00-I09,I11,I13,I20-I51)",975,202.1
2003,Wyoming,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",21,4.5
2003,Wyoming,Influenza and pneumonia (J09-J18),145,30.8
2003,Wyoming,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",109,21.8
2003,Wyoming,Malignant neoplasms (C00-C97),943,188.9
2003,Wyoming,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",57,11.9
2003,Wyoming,Parkinson's disease (G20-G21),24,5.2
2003,Wyoming,Pneumonitis due to solids and liquids (J69),13,NA
2003,Wyoming,Septicemia (A40-A41),41,8.5
2004,Alabama,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2403,53
2004,Alabama,All Causes,46121,998.3
2004,Alabama,Alzheimer's disease (G30),1385,31.4
2004,Alabama,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",369,8.3
2004,Alabama,Cerebrovascular diseases (I60-I69),2986,65.5
2004,Alabama,"Chronic liver disease and cirrhosis (K70,K73-K74)",477,9.9
2004,Alabama,Chronic lower respiratory diseases (J40-J47),2361,50.2
2004,Alabama,Diabetes mellitus (E10-E14),1449,30.8
2004,Alabama,"Diseases of heart (I00-I09,I11,I13,I20-I51)",12774,278.1
2004,Alabama,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",413,9.1
2004,Alabama,Influenza and pneumonia (J09-J18),994,22.1
2004,Alabama,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",541,11.7
2004,Alabama,Malignant neoplasms (C00-C97),9756,204.5
2004,Alabama,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1049,22.8
2004,Alabama,Parkinson's disease (G20-G21),256,5.7
2004,Alabama,Pneumonitis due to solids and liquids (J69),287,6.4
2004,Alabama,Septicemia (A40-A41),756,16.3
2004,Alaska,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",326,56
2004,Alaska,All Causes,3051,756.7
2004,Alaska,Alzheimer's disease (G30),48,18
2004,Alaska,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",41,6.1
2004,Alaska,Cerebrovascular diseases (I60-I69),172,52.8
2004,Alaska,"Chronic liver disease and cirrhosis (K70,K73-K74)",47,8.1
2004,Alaska,Chronic lower respiratory diseases (J40-J47),139,39.5
2004,Alaska,Diabetes mellitus (E10-E14),93,22.6
2004,Alaska,"Diseases of heart (I00-I09,I11,I13,I20-I51)",589,160.1
2004,Alaska,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",14,NA
2004,Alaska,Influenza and pneumonia (J09-J18),42,15.1
2004,Alaska,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",155,23
2004,Alaska,Malignant neoplasms (C00-C97),728,184.2
2004,Alaska,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",23,7.1
2004,Alaska,Parkinson's disease (G20-G21),17,NA
2004,Alaska,Pneumonitis due to solids and liquids (J69),14,NA
2004,Alaska,Septicemia (A40-A41),19,NA
2004,Arizona,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2770,49.3
2004,Arizona,All Causes,43198,771.1
2004,Arizona,Alzheimer's disease (G30),1675,31.6
2004,Arizona,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",509,9
2004,Arizona,Cerebrovascular diseases (I60-I69),2446,44.6
2004,Arizona,"Chronic liver disease and cirrhosis (K70,K73-K74)",655,11.5
2004,Arizona,Chronic lower respiratory diseases (J40-J47),2416,42.9
2004,Arizona,Diabetes mellitus (E10-E14),1196,21
2004,Arizona,"Diseases of heart (I00-I09,I11,I13,I20-I51)",10539,190
2004,Arizona,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",408,7.4
2004,Arizona,Influenza and pneumonia (J09-J18),1111,20.3
2004,Arizona,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",880,15.8
2004,Arizona,Malignant neoplasms (C00-C97),9618,167.5
2004,Arizona,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",634,11.2
2004,Arizona,Parkinson's disease (G20-G21),390,7.1
2004,Arizona,Pneumonitis due to solids and liquids (J69),246,4.5
2004,Arizona,Septicemia (A40-A41),456,8
2004,Arkansas,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1406,50.6
2004,Arkansas,All Causes,27528,927.4
2004,Arkansas,Alzheimer's disease (G30),622,20.9
2004,Arkansas,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",211,7.8
2004,Arkansas,Cerebrovascular diseases (I60-I69),1948,65.3
2004,Arkansas,"Chronic liver disease and cirrhosis (K70,K73-K74)",231,7.8
2004,Arkansas,Chronic lower respiratory diseases (J40-J47),1428,47.4
2004,Arkansas,Diabetes mellitus (E10-E14),838,28
2004,Arkansas,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7534,252.1
2004,Arkansas,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",239,8.1
2004,Arkansas,Influenza and pneumonia (J09-J18),759,25.5
2004,Arkansas,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",361,13
2004,Arkansas,Malignant neoplasms (C00-C97),6304,208.6
2004,Arkansas,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",562,18.8
2004,Arkansas,Parkinson's disease (G20-G21),157,5.3
2004,Arkansas,Pneumonitis due to solids and liquids (J69),195,6.6
2004,Arkansas,Septicemia (A40-A41),470,15.8
2004,California,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",10633,30.8
2004,California,All Causes,232525,734.3
2004,California,Alzheimer's disease (G30),6964,22.9
2004,California,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",2490,6.8
2004,California,Cerebrovascular diseases (I60-I69),16882,54.6
2004,California,"Chronic liver disease and cirrhosis (K70,K73-K74)",3703,11
2004,California,Chronic lower respiratory diseases (J40-J47),12522,40.6
2004,California,Diabetes mellitus (E10-E14),7117,22.6
2004,California,"Diseases of heart (I00-I09,I11,I13,I20-I51)",64999,209
2004,California,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",2859,9.2
2004,California,Influenza and pneumonia (J09-J18),7323,23.8
2004,California,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",3368,9.7
2004,California,Malignant neoplasms (C00-C97),53700,169.2
2004,California,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2373,7.6
2004,California,Parkinson's disease (G20-G21),1832,6
2004,California,Pneumonitis due to solids and liquids (J69),951,3.1
2004,California,Septicemia (A40-A41),931,2.9
2004,Colorado,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1810,42.1
2004,Colorado,All Causes,28309,738.5
2004,Colorado,Alzheimer's disease (G30),912,26.1
2004,Colorado,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",219,4.7
2004,Colorado,Cerebrovascular diseases (I60-I69),1638,44.9
2004,Colorado,"Chronic liver disease and cirrhosis (K70,K73-K74)",427,9.7
2004,Colorado,Chronic lower respiratory diseases (J40-J47),1899,51.8
2004,Colorado,Diabetes mellitus (E10-E14),696,18.2
2004,Colorado,"Diseases of heart (I00-I09,I11,I13,I20-I51)",6079,163.6
2004,Colorado,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",215,6
2004,Colorado,Influenza and pneumonia (J09-J18),637,17.5
2004,Colorado,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",797,17.2
2004,Colorado,Malignant neoplasms (C00-C97),6196,159.4
2004,Colorado,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",406,11.1
2004,Colorado,Parkinson's disease (G20-G21),256,7.3
2004,Colorado,Pneumonitis due to solids and liquids (J69),255,7.1
2004,Colorado,Septicemia (A40-A41),301,8
2004,Connecticut,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1261,34
2004,Connecticut,All Causes,29314,725.1
2004,Connecticut,Alzheimer's disease (G30),684,15.7
2004,Connecticut,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",110,3.3
2004,Connecticut,Cerebrovascular diseases (I60-I69),1635,39.1
2004,Connecticut,"Chronic liver disease and cirrhosis (K70,K73-K74)",293,7.6
2004,Connecticut,Chronic lower respiratory diseases (J40-J47),1432,35.4
2004,Connecticut,Diabetes mellitus (E10-E14),767,19.1
2004,Connecticut,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7868,189.5
2004,Connecticut,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",313,7.5
2004,Connecticut,Influenza and pneumonia (J09-J18),868,20.3
2004,Connecticut,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",294,8.2
2004,Connecticut,Malignant neoplasms (C00-C97),7175,182.4
2004,Connecticut,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",604,14.8
2004,Connecticut,Parkinson's disease (G20-G21),236,5.7
2004,Connecticut,Pneumonitis due to solids and liquids (J69),337,7.9
2004,Connecticut,Septicemia (A40-A41),516,12.8
2004,Delaware,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",294,35.4
2004,Delaware,All Causes,7143,838.2
2004,Delaware,Alzheimer's disease (G30),155,19
2004,Delaware,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",35,4.2
2004,Delaware,Cerebrovascular diseases (I60-I69),350,41.8
2004,Delaware,"Chronic liver disease and cirrhosis (K70,K73-K74)",78,8.8
2004,Delaware,Chronic lower respiratory diseases (J40-J47),345,40.4
2004,Delaware,Diabetes mellitus (E10-E14),210,24.5
2004,Delaware,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2015,238.1
2004,Delaware,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",75,9
2004,Delaware,Influenza and pneumonia (J09-J18),145,17.4
2004,Delaware,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",93,11
2004,Delaware,Malignant neoplasms (C00-C97),1827,208.3
2004,Delaware,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",128,15.1
2004,Delaware,Parkinson's disease (G20-G21),46,5.5
2004,Delaware,Pneumonitis due to solids and liquids (J69),55,6.7
2004,Delaware,Septicemia (A40-A41),121,14.2
2004,District of Columbia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",219,38.4
2004,District of Columbia,All Causes,5454,972.1
2004,District of Columbia,Alzheimer's disease (G30),119,21.2
2004,District of Columbia,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",174,27.9
2004,District of Columbia,Cerebrovascular diseases (I60-I69),218,39.3
2004,District of Columbia,"Chronic liver disease and cirrhosis (K70,K73-K74)",71,12.6
2004,District of Columbia,Chronic lower respiratory diseases (J40-J47),165,29.7
2004,District of Columbia,Diabetes mellitus (E10-E14),224,40.2
2004,District of Columbia,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1544,276.4
2004,District of Columbia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",53,9.4
2004,District of Columbia,Influenza and pneumonia (J09-J18),91,16.5
2004,District of Columbia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",33,5.5
2004,District of Columbia,Malignant neoplasms (C00-C97),1152,206.4
2004,District of Columbia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",79,14.4
2004,District of Columbia,Parkinson's disease (G20-G21),22,4
