113 Cause Name,Cause Name,State,Age-adjusted Death Rate,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cerebrovascular diseases ,Stroke,Rhode Island,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,431,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,33.4,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,39.8,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,39.9,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,42.9,NA,NA,NA,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,45.6,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,46.7,NA,NA,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,48.2,NA,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Rhode Island,50.4,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2393,NA
Cerebrovascular diseases ,Stroke,South Carolina,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2349,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600
Cerebrovascular diseases ,Stroke,South Carolina,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2394,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,53.8,NA,NA,NA,NA,NA,NA,NA,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,55.8,NA,NA,NA,NA,NA,NA,NA,NA,2466,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,60.2,NA,NA,NA,NA,NA,NA,2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,66.5,NA,NA,NA,NA,NA,2643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,71.2,NA,NA,NA,NA,2748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,74.4,NA,NA,NA,2822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,76.2,NA,NA,2832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,81.4,NA,2956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Carolina,83.4,2974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383
Cerebrovascular diseases ,Stroke,South Dakota,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,NA
Cerebrovascular diseases ,Stroke,South Dakota,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,40.2,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,418,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,44,NA,NA,NA,NA,NA,NA,NA,442,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,48.7,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,50.4,NA,NA,NA,NA,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,52.7,NA,NA,NA,NA,NA,NA,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,52.9,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,54.9,NA,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,60,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,South Dakota,61.6,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3157,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3120,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326,NA
Cerebrovascular diseases ,Stroke,Tennessee,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3447
Cerebrovascular diseases ,Stroke,Tennessee,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3218,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3156,3205,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3356,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,55.9,NA,NA,NA,NA,NA,NA,NA,NA,3450,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,56.4,NA,NA,NA,NA,NA,NA,NA,3407,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,62.7,NA,NA,NA,NA,NA,NA,3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,64.6,NA,NA,NA,NA,NA,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,69.2,NA,NA,NA,NA,3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,71.6,NA,NA,NA,3980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,73.1,NA,NA,4037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,76.3,4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Tennessee,78.5,NA,4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9283,NA,NA
Cerebrovascular diseases ,Stroke,Texas,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9898,NA
Cerebrovascular diseases ,Stroke,Texas,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9305,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9065,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10485
Cerebrovascular diseases ,Stroke,Texas,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9180,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9137,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9629,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,50.4,NA,NA,NA,NA,NA,NA,NA,9366,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,51.5,NA,NA,NA,NA,NA,NA,NA,NA,9796,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,52.4,NA,NA,NA,NA,NA,NA,9366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,56.9,NA,NA,NA,NA,NA,9853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,60.8,NA,NA,NA,NA,10303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,63.6,NA,NA,NA,10548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,65,NA,NA,10612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,65.9,10414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Texas,66.5,NA,10684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128978,NA,NA
Cerebrovascular diseases ,Stroke,United States,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133103,NA
Cerebrovascular diseases ,Stroke,United States,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128546,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140323
Cerebrovascular diseases ,Stroke,United States,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128932,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129476,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128842,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,134148,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,43.5,NA,NA,NA,NA,NA,NA,NA,NA,135952,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,44.8,NA,NA,NA,NA,NA,NA,NA,137119,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,48,NA,NA,NA,NA,NA,NA,143579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,51.2,NA,NA,NA,NA,NA,150074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,54.6,NA,NA,NA,NA,157689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,57.2,NA,NA,NA,162672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,58.4,NA,NA,163538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,60.9,NA,167661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,United States,61.6,167366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,809,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,NA
Cerebrovascular diseases ,Stroke,Utah,38.2,NA,NA,NA,NA,NA,NA,NA,674,NA,NA,NA,NA,NA,NA,836,NA,NA
Cerebrovascular diseases ,Stroke,Utah,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888
Cerebrovascular diseases ,Stroke,Utah,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,41.3,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,46.9,NA,NA,NA,NA,NA,NA,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,48.6,NA,NA,NA,NA,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,55.2,NA,NA,NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,57.2,NA,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,58.1,NA,NA,NA,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,60.2,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Utah,66,NA,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,266,NA
Cerebrovascular diseases ,Stroke,Vermont,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307
Cerebrovascular diseases ,Stroke,Vermont,38,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,38.1,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,38.2,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,45,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,46.2,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,50.9,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,52,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,54.9,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Vermont,55.8,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229,NA
Cerebrovascular diseases ,Stroke,Virginia,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393
Cerebrovascular diseases ,Stroke,Virginia,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3287,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3394,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3347,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3244,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,45.7,NA,NA,NA,NA,NA,NA,NA,NA,3313,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,50.1,NA,NA,NA,NA,NA,NA,NA,3523,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,53.7,NA,NA,NA,NA,NA,NA,3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,56.7,NA,NA,NA,NA,NA,3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,60.6,NA,NA,NA,NA,3938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,62.4,NA,NA,NA,3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,66.3,NA,NA,4129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,67.4,NA,4104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Virginia,68.7,4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703
Cerebrovascular diseases ,Stroke,Washington,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513,NA,2649,NA
Cerebrovascular diseases ,Stroke,Washington,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2652,NA,NA
Cerebrovascular diseases ,Stroke,Washington,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2548,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2591,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,42.1,NA,NA,NA,NA,NA,NA,NA,NA,2692,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2773,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,43.6,NA,NA,NA,NA,NA,NA,NA,2725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,48.1,NA,NA,NA,NA,NA,NA,2895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,55.1,NA,NA,NA,NA,NA,3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,62.4,NA,NA,NA,NA,3595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,66.6,NA,NA,NA,3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,68.1,NA,NA,3765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,68.7,NA,3714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Washington,69.9,3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079
Cerebrovascular diseases ,Stroke,West Virginia,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,NA
Cerebrovascular diseases ,Stroke,West Virginia,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,48.5,NA,NA,NA,NA,NA,NA,NA,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,49.7,NA,NA,NA,NA,NA,NA,NA,NA,1113,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,53.2,NA,NA,NA,NA,NA,NA,1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,54.8,NA,NA,NA,NA,NA,1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,59.3,NA,NA,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,60.1,NA,NA,1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,61.2,NA,NA,NA,NA,1309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,61.3,NA,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,West Virginia,63.1,1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Wisconsin,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511,NA
Cerebrovascular diseases ,Stroke,Wisconsin,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618
Cerebrovascular diseases ,Stroke,Wisconsin,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520,2536,NA,NA
Cerebrovascular diseases ,Stroke,Wisconsin,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2554,NA,NA,NA,NA
Cerebrovascular diseases ,Stroke,Wisconsin,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501,NA,NA,NA,NA,NA,NA
